model_name,failure_profile,start_time,end_time,failure_interval,failure_type,solution_method,is_fixable
*.Models.Model.Assembly1,FailureA,42:00:46:59.2148,42:01:25:27.9150,1:00:00.0000,1,6,1
*.Models.Model.Assembly3,FailureA,42:01:04:09.8110,42:01:42:59.5576,1:39.7358,2,5,0
*.Models.Model.Assembly1,FailureA,42:01:36:06.7956,42:02:21:35.6932,1:00:00.0000,1,3,0
*.Models.Model.Assembly3,FailureA,42:01:44:39.2935,42:03:04:14.2633,37:33.6116,1,4,0
*.Models.Model.Assembly4,FailureA,42:03:25:20.4207,42:03:41:02.0573,56:31.1108,1,6,1
*.Models.Model.Assembly3,FailureA,42:03:42:00.8919,42:04:44:20.8621,49:28.6182,1,1,0
*.Models.Model.Assembly3,FailureA,42:05:34:13.7837,42:06:06:15.7975,49:20.5555,1,5,0
*.Models.Model.Assembly1,FailureA,42:05:35:38.5001,42:06:23:37.9858,1:00:00.0000,1,5,0
*.Models.Model.Assembly4,FailureA,42:06:44:02.0183,42:07:11:31.5227,1:12:56.4800,1,6,1
*.Models.Model.Assembly3,FailureA,42:06:55:55.9953,42:07:46:52.4226,46:53.8105,2,1,0
*.Models.Model.Assembly1,FailureA,42:07:09:46.6171,42:08:29:55.8009,1:00:00.0000,2,4,0
*.Models.Model.Assembly3,FailureA,42:08:47:23.0948,42:09:29:27.0058,16:30.9430,1,1,0
*.Models.Model.Assembly1,FailureA,42:09:09:08.7734,42:09:57:47.1322,1:00:00.0000,1,3,0
*.Models.Model.Assembly3,FailureA,42:09:46:02.8302,42:10:38:54.2997,1:04:41.8886,2,1,0
*.Models.Model.Assembly1,FailureA,42:11:54:40.8811,42:12:32:15.1569,1:00:00.0000,2,4,0
*.Models.Model.Assembly3,FailureA,42:13:27:28.2327,42:13:47:43.5607,7:00.3846,2,3,0
*.Models.Model.Assembly3,FailureA,42:13:54:47.1996,42:14:29:06.9222,7:39.9332,2,4,0
*.Models.Model.Assembly3,FailureA,42:14:36:48.4825,42:15:06:06.5174,34:42.9993,1,6,1
*.Models.Model.Assembly1,FailureA,42:14:39:03.9515,42:15:41:01.0121,1:00:00.0000,1,6,1
*.Models.Model.Assembly3,FailureA,42:15:41:02.6870,42:16:06:24.7119,41:05.8857,1,2,0
*.Models.Model.Assembly1,FailureA,42:15:49:47.3780,42:16:41:58.6092,1:00:00.0000,2,5,0
*.Models.Model.Assembly4,FailureA,42:16:23:29.1898,42:17:26:21.6935,35:04.1068,2,2,0
*.Models.Model.Assembly1,FailureA,42:16:58:44.4505,42:18:27:39.1140,1:00:00.0000,2,4,0
*.Models.Model.Assembly3,FailureA,42:18:41:55.2379,42:19:06:18.6530,2:00:28.6750,2,1,0
*.Models.Model.Assembly4,FailureA,42:18:54:29.5644,42:19:34:54.1947,1:21:27.1185,1,6,1
*.Models.Model.Assembly1,FailureA,42:19:50:30.6029,42:20:30:59.7801,1:00:00.0000,1,5,0
*.Models.Model.Assembly1,FailureA,42:21:15:26.3952,42:21:47:37.8641,1:00:00.0000,1,3,0
*.Models.Model.Assembly1,FailureA,42:22:14:58.5573,42:23:07:59.3183,1:00:00.0000,1,6,1
*.Models.Model.Assembly3,FailureA,42:23:15:37.7174,43:00:05:06.6113,8:10.1227,2,2,0
*.Models.Model.Assembly3,FailureA,43:00:13:22.9660,43:00:42:22.6187,1:00:30.8605,1,6,1
*.Models.Model.Assembly4,FailureA,43:01:02:28.9000,43:02:16:42.1453,12:38.8411,2,4,0
*.Models.Model.Assembly1,FailureA,43:01:37:41.8724,43:02:55:39.4838,1:00:00.0000,2,5,0
*.Models.Model.Assembly4,FailureA,43:02:29:31.3394,43:03:35:23.8792,2:13:04.0991,2,5,0
*.Models.Model.Assembly3,FailureA,43:03:07:31.2427,43:04:16:00.1149,3.3327,1,6,1
*.Models.Model.Assembly3,FailureA,43:04:16:03.4476,43:04:48:46.1067,23:50.9338,2,5,0
*.Models.Model.Assembly1,FailureA,43:04:16:54.1881,43:05:16:07.0637,1:00:00.0000,2,4,0
*.Models.Model.Assembly3,FailureA,43:05:12:45.9554,43:06:08:41.9236,27:38.1200,1,5,0
*.Models.Model.Assembly3,FailureA,43:06:36:31.4335,43:07:14:59.9464,43:00.1753,2,2,0
*.Models.Model.Assembly1,FailureA,43:07:27:53.1696,43:07:47:18.1521,1:00:00.0000,2,4,0
*.Models.Model.Assembly3,FailureA,43:07:58:13.7429,43:08:27:39.0331,47.5172,1,2,0
*.Models.Model.Assembly3,FailureA,43:08:28:26.5503,43:09:08:29.6064,4:05.8193,2,1,0
*.Models.Model.Assembly3,FailureA,43:09:12:40.2171,43:09:40:28.7834,17:36.6884,2,2,0
*.Models.Model.Assembly3,FailureA,43:09:58:13.2814,43:10:17:50.4885,1:10:05.1796,1,6,1
*.Models.Model.Assembly4,FailureA,43:11:04:44.8458,43:11:29:58.2095,38:28.2025,1,2,0
*.Models.Model.Assembly1,FailureA,43:11:36:27.8249,43:12:09:26.6324,1:00:00.0000,2,2,0
*.Models.Model.Assembly4,FailureA,43:12:08:48.2434,43:12:35:30.1203,16:02.6063,1,3,0
*.Models.Model.Assembly3,FailureA,43:12:13:55.1466,43:13:12:39.6246,23:09.5975,1,3,0
*.Models.Model.Assembly1,FailureA,43:12:45:15.3425,43:13:54:21.9378,1:00:00.0000,2,5,0
*.Models.Model.Assembly3,FailureA,43:13:36:01.5392,43:14:37:24.8012,55:11.1935,1,6,1
*.Models.Model.Assembly4,FailureA,43:13:28:11.6256,43:15:05:38.2478,3:00:34.1910,2,5,0
*.Models.Model.Assembly3,FailureA,43:15:33:05.7474,43:16:09:37.2878,21:52.3280,1,5,0
*.Models.Model.Assembly1,FailureA,43:15:19:24.6554,43:16:37:49.1229,1:00:00.0000,1,6,1
*.Models.Model.Assembly3,FailureA,43:16:59:47.7790,43:17:18:01.4005,1:52:18.0341,1,3,0
*.Models.Model.Assembly1,FailureA,43:17:33:43.8805,43:18:01:17.9702,1:00:00.0000,2,5,0
*.Models.Model.Assembly1,FailureA,43:18:38:29.4873,43:19:01:17.0803,1:00:00.0000,1,5,0
*.Models.Model.Assembly3,FailureA,43:19:38:49.6787,43:20:12:30.1332,26:31.1323,1,6,1
*.Models.Model.Assembly1,FailureA,43:19:50:49.8773,43:20:41:29.2539,1:00:00.0000,1,5,0
*.Models.Model.Assembly3,FailureA,43:21:03:41.5894,43:22:11:07.3829,11:14.9103,1,6,1
*.Models.Model.Assembly3,FailureA,43:22:22:29.2458,43:22:44:01.8098,51:00.2963,1,5,0
*.Models.Model.Assembly3,FailureA,43:23:35:27.2619,44:00:12:31.9680,7:53.4742,2,5,0
*.Models.Model.Assembly4,FailureA,43:23:56:07.1669,44:00:42:45.9501,41:02.7082,1,2,0
*.Models.Model.Assembly3,FailureA,44:00:20:28.6964,44:01:04:57.9188,1:18:23.1636,1,6,1
*.Models.Model.Assembly4,FailureA,44:01:26:29.8461,44:01:47:33.4648,19:08.6722,1,6,1
*.Models.Model.Assembly1,FailureA,44:01:30:09.8795,44:02:48:17.5546,1:00:00.0000,1,6,1
*.Models.Model.Assembly4,FailureA,44:02:32:30.0425,44:03:11:06.0417,8:34.0924,2,1,0
*.Models.Model.Assembly4,FailureA,44:03:19:45.0155,44:03:59:40.7331,1:03:43.4188,1,6,1
*.Models.Model.Assembly1,FailureA,44:03:25:17.0023,44:04:26:35.5914,1:00:00.0000,2,2,0
*.Models.Model.Assembly3,FailureA,44:04:32:26.0492,44:05:14:32.5251,6:01.8422,1,2,0
*.Models.Model.Assembly3,FailureA,44:05:20:37.6216,44:06:28:56.4433,17:28.1760,2,5,0
*.Models.Model.Assembly3,FailureA,44:06:46:31.6578,44:07:13:05.1448,21:12.1669,2,1,0
*.Models.Model.Assembly3,FailureA,44:07:34:23.8202,44:07:49:44.7518,6:44.2291,2,5,0
*.Models.Model.Assembly1,FailureA,44:07:49:27.6845,44:08:23:02.2187,1:00:00.0000,2,5,0
*.Models.Model.Assembly3,FailureA,44:07:56:32.4628,44:08:44:58.9566,10:14.6296,1,4,0
*.Models.Model.Assembly4,FailureA,44:07:57:51.9235,44:09:05:32.4433,14:39.7061,2,5,0
*.Models.Model.Assembly3,FailureA,44:08:55:16.8405,44:09:29:57.7332,16:12.5526,1,3,0
*.Models.Model.Assembly1,FailureA,44:08:56:25.6984,44:10:14:17.1292,1:00:00.0000,1,1,0
*.Models.Model.Assembly3,FailureA,44:09:46:15.1672,44:10:43:31.9662,34:23.6376,1,2,0
*.Models.Model.Assembly4,FailureA,44:11:07:22.1503,44:11:32:42.1477,56:52.2076,1,3,0
*.Models.Model.Assembly3,FailureA,44:11:18:14.7483,44:11:49:41.5719,47:53.7581,1,5,0
*.Models.Model.Assembly3,FailureA,44:12:37:58.4571,44:13:29:46.0697,18:56.5357,1,3,0
*.Models.Model.Assembly3,FailureA,44:13:48:47.4867,44:14:43:58.9985,1:21:16.3443,2,2,0
*.Models.Model.Assembly4,FailureA,44:15:30:39.4999,44:16:10:41.4417,11:15.3678,1,1,0
*.Models.Model.Assembly3,FailureA,44:16:05:44.5166,44:16:48:46.8320,2:52:42.4768,2,4,0
*.Models.Model.Assembly4,FailureA,44:16:22:09.1255,44:17:16:04.2062,1:58.9714,2,4,0
*.Models.Model.Assembly4,FailureA,44:17:18:03.1777,44:18:00:30.5232,19:25.4471,2,2,0
*.Models.Model.Assembly4,FailureA,44:18:20:10.9786,44:18:43:08.4863,6:04.9098,2,2,0
*.Models.Model.Assembly4,FailureA,44:18:49:16.6504,44:19:19:34.3776,25:45.9611,2,1,0
*.Models.Model.Assembly1,FailureA,44:19:26:07.5365,44:19:58:35.4800,1:00:00.0000,1,3,0
*.Models.Model.Assembly4,FailureA,44:19:45:35.3562,44:20:26:45.2829,21:23.4444,1,5,0
*.Models.Model.Assembly4,FailureA,44:20:48:21.9643,44:21:14:21.4124,4:14.3334,1,1,0
*.Models.Model.Assembly3,FailureA,44:21:10:45.7847,44:21:37:06.6980,37:45.9779,1,3,0
*.Models.Model.Assembly4,FailureA,44:21:18:39.2743,44:22:40:39.1752,4:48.6553,1,4,0
*.Models.Model.Assembly1,FailureA,44:22:06:06.0722,44:23:23:11.3773,1:00:00.0000,1,6,1
*.Models.Model.Assembly4,FailureA,44:22:45:31.0847,44:23:54:41.6241,7:25.2670,2,3,0
*.Models.Model.Assembly1,FailureA,44:23:44:10.5777,45:01:18:48.2343,1:00:00.0000,2,2,0
*.Models.Model.Assembly4,FailureA,45:00:02:10.1453,45:01:54:53.0185,1:10:49.8410,2,5,0
*.Models.Model.Assembly3,FailureA,45:01:42:06.3050,45:02:22:24.8912,16:07.1360,2,5,0
*.Models.Model.Assembly1,FailureA,45:01:43:42.2159,45:03:01:39.5950,1:00:00.0000,1,6,1
*.Models.Model.Assembly3,FailureA,45:03:15:49.4576,45:03:47:20.4726,9:09.3702,2,2,0
*.Models.Model.Assembly4,FailureA,45:03:28:05.8127,45:04:14:39.2095,13:43.7889,2,1,0
*.Models.Model.Assembly3,FailureA,45:03:56:31.4699,45:04:53:12.0268,4:37.3561,1,1,0
*.Models.Model.Assembly3,FailureA,45:04:57:51.0100,45:05:28:57.5725,51:08.1687,1,6,1
*.Models.Model.Assembly4,FailureA,45:05:41:35.0303,45:06:20:05.1002,26:56.3176,1,5,0
*.Models.Model.Assembly3,FailureA,45:06:20:26.1680,45:07:01:58.1226,51:05.0032,1,3,0
*.Models.Model.Assembly1,FailureA,45:06:30:38.4064,45:07:19:06.6511,1:00:00.0000,1,4,0
*.Models.Model.Assembly4,FailureA,45:07:18:42.6944,45:07:48:05.4703,1:15:34.3428,2,2,0
*.Models.Model.Assembly1,FailureA,45:07:41:50.7816,45:08:25:37.2391,1:00:00.0000,2,1,0
*.Models.Model.Assembly3,FailureA,45:07:53:30.0662,45:08:51:35.1237,27:09.1151,2,1,0
*.Models.Model.Assembly3,FailureA,45:09:18:57.3534,45:09:59:09.3819,9:44.8957,2,4,0
*.Models.Model.Assembly3,FailureA,45:10:08:57.5319,45:10:47:38.6862,1:14:05.5624,1,6,1
*.Models.Model.Assembly4,FailureA,45:11:30:51.2725,45:11:55:33.0939,47:15.9970,1,6,1
*.Models.Model.Assembly3,FailureA,45:12:02:14.4370,45:12:35:36.3087,1:05:15.4306,1,6,1
*.Models.Model.Assembly4,FailureA,45:13:25:34.1827,45:14:14:00.2990,25:01.2560,1,6,1
*.Models.Model.Assembly3,FailureA,45:13:55:59.8910,45:15:16:12.2018,38:18.4057,2,5,0
*.Models.Model.Assembly1,FailureA,45:14:55:03.8749,45:15:55:22.1487,1:00:00.0000,2,3,0
*.Models.Model.Assembly4,FailureA,45:15:03:57.6569,45:16:31:43.5346,34:20.4702,2,3,0
*.Models.Model.Assembly3,FailureA,45:16:19:50.2420,45:17:03:43.7427,10:30.3681,1,1,0
*.Models.Model.Assembly1,FailureA,45:16:27:34.7940,45:17:47:33.9278,1:00:00.0000,2,5,0
*.Models.Model.Assembly3,FailureA,45:17:14:20.8317,45:18:53:24.6598,58:39.5680,1,4,0
*.Models.Model.Assembly4,FailureA,45:18:45:00.7292,45:19:08:33.2787,28:24.3125,1,3,0
*.Models.Model.Assembly4,FailureA,45:19:39:20.4862,45:20:20:09.1178,35:53.7312,1,3,0
*.Models.Model.Assembly3,FailureA,45:19:52:27.5401,45:21:22:00.9476,1:21:58.4194,1,4,0
*.Models.Model.Assembly1,FailureA,45:19:44:08.8925,45:22:00:21.4897,1:00:00.0000,2,2,0
*.Models.Model.Assembly4,FailureA,45:22:47:19.1417,45:23:03:42.2644,1:39:48.7720,2,4,0
*.Models.Model.Assembly3,FailureA,45:23:21:01.8074,45:23:50:58.9917,20:43.2151,2,2,0
*.Models.Model.Assembly1,FailureA,46:00:02:51.3924,46:00:44:46.6235,1:00:00.0000,2,2,0
*.Models.Model.Assembly3,FailureA,46:00:11:48.7153,46:01:10:49.0258,41:39.7977,2,5,0
*.Models.Model.Assembly1,FailureA,46:00:52:14.3548,46:01:35:06.9421,1:00:00.0000,1,3,0
*.Models.Model.Assembly1,FailureA,46:01:44:55.2571,46:02:09:52.3400,1:00:00.0000,1,1,0
*.Models.Model.Assembly3,FailureA,46:02:16:01.5002,46:02:37:06.7036,9:28.3596,2,1,0
*.Models.Model.Assembly1,FailureA,46:02:37:21.0019,46:03:02:18.4377,1:00:00.0000,1,3,0
*.Models.Model.Assembly3,FailureA,46:02:46:40.8249,46:03:30:26.4215,15:58.5919,2,4,0
*.Models.Model.Assembly1,FailureA,46:03:09:38.2950,46:04:03:11.4123,1:00:00.0000,2,4,0
*.Models.Model.Assembly3,FailureA,46:03:46:31.6574,46:04:24:51.8660,8:39.1717,2,5,0
*.Models.Model.Assembly3,FailureA,46:04:33:34.2919,46:05:06:19.6420,1:21:34.3820,1,4,0
*.Models.Model.Assembly4,FailureA,46:04:56:52.7944,46:05:49:26.6518,11:38.9733,2,2,0
*.Models.Model.Assembly4,FailureA,46:06:01:12.1336,46:06:31:43.7399,2:52:26.0039,2,5,0
*.Models.Model.Assembly3,FailureA,46:07:21:43.6350,46:07:52:03.1601,1:01:56.7241,1,3,0
*.Models.Model.Assembly1,FailureA,46:07:50:37.8687,46:08:23:18.9538,1:00:00.0000,1,6,1
*.Models.Model.Assembly3,FailureA,46:09:36:12.8577,46:09:59:18.3092,11:18.6519,2,2,0
*.Models.Model.Assembly3,FailureA,46:10:10:43.9576,46:10:56:32.3994,1:43:20.8787,2,5,0
*.Models.Model.Assembly3,FailureA,46:14:05:17.6427,46:14:51:40.7511,3:07:20.5484,1,5,0
*.Models.Model.Assembly4,FailureA,46:14:32:24.5822,46:15:58:57.6270,1:13:39.8155,1,6,1
*.Models.Model.Assembly1,FailureA,46:14:37:38.9970,46:16:39:35.7670,1:00:00.0000,1,1,0
*.Models.Model.Assembly1,FailureA,46:18:57:47.2831,46:19:37:25.8827,1:00:00.0000,2,4,0
*.Models.Model.Assembly4,FailureA,46:19:00:15.8855,46:19:52:59.2667,8:08.3074,2,2,0
*.Models.Model.Assembly1,FailureA,46:19:41:35.6645,46:20:27:56.2125,1:00:00.0000,2,1,0
*.Models.Model.Assembly4,FailureA,46:20:01:14.3027,46:20:56:02.5987,1:31:52.1450,1,5,0
*.Models.Model.Assembly1,FailureA,46:20:51:16.4709,46:21:31:17.1047,1:00:00.0000,1,6,1
*.Models.Model.Assembly1,FailureA,46:21:34:03.5699,46:22:15:40.0058,1:00:00.0000,2,2,0
*.Models.Model.Assembly1,FailureA,46:23:21:48.8706,47:00:00:43.1803,1:00:00.0000,2,2,0
*.Models.Model.Assembly3,FailureA,47:00:12:05.5964,47:00:46:40.9449,17:11.4170,1,6,1
*.Models.Model.Assembly3,FailureA,47:01:04:01.5112,47:02:01:39.0297,10:51.3573,1,6,1
*.Models.Model.Assembly3,FailureA,47:02:12:33.6413,47:03:18:31.6851,54:13.7990,2,3,0
*.Models.Model.Assembly4,FailureA,47:02:51:58.2132,47:03:41:48.4506,39:08.5653,2,5,0
*.Models.Model.Assembly1,FailureA,47:03:51:18.3744,47:04:34:08.8768,1:00:00.0000,1,6,1
*.Models.Model.Assembly1,FailureA,47:04:37:42.8050,47:05:45:24.8565,1:00:00.0000,2,3,0
*.Models.Model.Assembly3,FailureA,47:06:04:39.4642,47:06:33:55.5737,19:06.0336,2,1,0
*.Models.Model.Assembly1,FailureA,47:06:08:28.1245,47:07:03:26.7221,1:00:00.0000,1,4,0
*.Models.Model.Assembly4,FailureA,47:06:16:13.4186,47:07:28:00.9097,26:01.4588,1,1,0
*.Models.Model.Assembly3,FailureA,47:07:17:45.3061,47:08:06:34.4878,7:28.4139,1,4,0
*.Models.Model.Assembly3,FailureA,47:08:14:06.7106,47:08:38:59.1443,17:37.7190,2,4,0
*.Models.Model.Assembly3,FailureA,47:08:56:46.3212,47:09:21:58.5531,18:24.5938,2,2,0
*.Models.Model.Assembly4,FailureA,47:09:31:20.7833,47:10:11:06.4672,5:02.7514,1,4,0
*.Models.Model.Assembly3,FailureA,47:09:40:29.6554,47:10:36:09.0974,1:10:41.4603,2,5,0
*.Models.Model.Assembly4,FailureA,47:10:16:14.2356,47:11:14:55.9935,8:42.0662,1,4,0
*.Models.Model.Assembly4,FailureA,47:11:23:42.9410,47:11:55:41.6190,3:31:18.8778,1,3,0
*.Models.Model.Assembly1,FailureA,47:11:28:58.7036,47:12:18:24.8145,1:00:00.0000,1,2,0
*.Models.Model.Assembly1,FailureA,47:12:18:38.6078,47:12:56:03.7562,1:00:00.0000,2,3,0
*.Models.Model.Assembly1,FailureA,47:13:00:55.3746,47:13:32:31.3166,1:00:00.0000,2,2,0
*.Models.Model.Assembly3,FailureA,47:13:38:12.2468,47:14:02:33.7512,52:39.6437,2,5,0
*.Models.Model.Assembly1,FailureA,47:14:09:14.0661,47:14:52:05.4840,1:00:00.0000,1,6,1
*.Models.Model.Assembly3,FailureA,47:15:14:51.9715,47:15:30:43.7258,15:00.5035,2,2,0
*.Models.Model.Assembly1,FailureA,47:15:19:02.8720,47:16:01:04.4402,1:00:00.0000,1,6,1
*.Models.Model.Assembly3,FailureA,47:16:07:11.3918,47:16:35:20.6877,41:11.6341,1,5,0
*.Models.Model.Assembly3,FailureA,47:17:16:55.7868,47:18:11:12.7314,54:26.2226,2,4,0
*.Models.Model.Assembly3,FailureA,47:19:06:04.9723,47:19:56:01.3949,30:20.9059,1,3,0
*.Models.Model.Assembly3,FailureA,47:20:26:34.4566,47:20:47:21.9440,8:27.1705,1,2,0
*.Models.Model.Assembly3,FailureA,47:20:55:52.3687,47:21:33:41.9183,17:30.8721,1,5,0
*.Models.Model.Assembly1,FailureA,47:21:01:58.4127,47:21:57:10.7462,1:00:00.0000,1,6,1
*.Models.Model.Assembly3,FailureA,47:21:51:17.6718,47:22:24:47.3419,21:51.0057,2,1,0
*.Models.Model.Assembly1,FailureA,47:22:04:20.8360,47:22:56:29.9083,1:00:00.0000,1,5,0
*.Models.Model.Assembly3,FailureA,47:22:46:46.4832,48:00:05:12.6980,25:16.4029,1,2,0
*.Models.Model.Assembly1,FailureA,47:23:54:19.6418,48:00:47:58.4318,1:00:00.0000,2,4,0
*.Models.Model.Assembly3,FailureA,48:00:30:37.2365,48:01:54:41.4955,30:03.8398,2,2,0
*.Models.Model.Assembly1,FailureA,48:02:15:45.5450,48:02:38:08.4527,1:00:00.0000,2,2,0
*.Models.Model.Assembly3,FailureA,48:02:25:00.0053,48:03:14:14.9935,9:46.7149,1,1,0
*.Models.Model.Assembly4,FailureA,48:02:21:03.8998,48:03:51:35.9087,8:29.7725,1,2,0
*.Models.Model.Assembly3,FailureA,48:03:24:07.2276,48:04:24:44.1224,6:50.7395,2,2,0
*.Models.Model.Assembly4,FailureA,48:04:00:14.2637,48:04:59:45.3764,37:41.8561,1,5,0
*.Models.Model.Assembly3,FailureA,48:04:31:38.1161,48:05:25:14.1174,14:22.1692,1,6,1
*.Models.Model.Assembly1,FailureA,48:04:06:00.4488,48:05:46:09.4124,1:00:00.0000,2,1,0
*.Models.Model.Assembly3,FailureA,48:05:39:42.9307,48:06:29:26.1735,3:49.9696,2,3,0
*.Models.Model.Assembly1,FailureA,48:05:52:28.8764,48:06:54:28.1756,1:00:00.0000,1,4,0
*.Models.Model.Assembly3,FailureA,48:06:33:19.5329,48:07:13:32.1052,1:19:41.1688,1,5,0
*.Models.Model.Assembly4,FailureA,48:06:40:20.2435,48:07:33:26.8571,2:29.0872,2,5,0
*.Models.Model.Assembly1,FailureA,48:07:22:49.5515,48:08:07:47.4744,1:00:00.0000,1,5,0
*.Models.Model.Assembly4,FailureA,48:07:36:01.0287,48:08:22:58.4160,4:57.6365,1,5,0
*.Models.Model.Assembly4,FailureA,48:08:27:59.3067,48:08:54:39.2739,43:29.6572,1,2,0
*.Models.Model.Assembly3,FailureA,48:08:54:32.5876,48:09:17:30.2677,26:34.1081,1,1,0
*.Models.Model.Assembly4,FailureA,48:09:38:34.0533,48:09:55:12.3788,12:09.6846,1,6,1
*.Models.Model.Assembly1,FailureA,48:09:38:35.5029,48:10:36:40.0997,1:00:00.0000,2,2,0
*.Models.Model.Assembly4,FailureA,48:10:07:30.1990,48:11:17:09.2321,2:54:04.0196,1,6,1
*.Models.Model.Assembly3,FailureA,48:10:40:26.9089,48:11:40:25.2277,2:03.5944,1,5,0
*.Models.Model.Assembly1,FailureA,48:10:45:50.4673,48:12:21:23.5119,1:00:00.0000,1,4,0
*.Models.Model.Assembly3,FailureA,48:11:42:30.4492,48:12:47:07.2188,18:33.9643,1,1,0
*.Models.Model.Assembly1,FailureA,48:13:03:54.7845,48:13:45:27.0109,1:00:00.0000,2,1,0
*.Models.Model.Assembly3,FailureA,48:13:05:49.7511,48:14:08:11.4259,1:02:18.4992,1,4,0
*.Models.Model.Assembly1,FailureA,48:14:29:16.9942,48:14:52:15.9658,1:00:00.0000,1,1,0
*.Models.Model.Assembly3,FailureA,48:15:10:54.9160,48:15:45:31.3779,29:51.3113,1,5,0
*.Models.Model.Assembly1,FailureA,48:15:00:40.9625,48:16:06:00.2266,1:00:00.0000,2,3,0
*.Models.Model.Assembly1,FailureA,48:16:11:33.8056,48:16:38:32.3443,1:00:00.0000,1,6,1
*.Models.Model.Assembly3,FailureA,48:17:00:46.0023,48:17:23:34.3637,43:54.4108,1,1,0
*.Models.Model.Assembly1,FailureA,48:17:39:08.1506,48:18:06:34.0395,1:00:00.0000,1,3,0
*.Models.Model.Assembly3,FailureA,48:18:07:49.0441,48:18:34:11.0481,51:09.7177,2,4,0
*.Models.Model.Assembly1,FailureA,48:18:21:14.4883,48:18:57:55.2706,1:00:00.0000,2,3,0
*.Models.Model.Assembly4,FailureA,48:18:44:13.6729,48:19:20:42.5969,9:50.4818,2,4,0
*.Models.Model.Assembly4,FailureA,48:19:30:39.7228,48:19:59:01.4107,9:42.2964,2,5,0
*.Models.Model.Assembly3,FailureA,48:19:38:08.8730,48:20:41:56.6755,1:34:39.1911,2,1,0
*.Models.Model.Assembly4,FailureA,48:20:08:48.5884,48:21:11:15.1859,35:55.1685,1,6,1
*.Models.Model.Assembly1,FailureA,48:20:58:43.6667,48:21:29:45.4193,1:00:00.0000,1,6,1
*.Models.Model.Assembly4,FailureA,48:21:47:32.9578,48:22:13:00.9427,3:36.1038,1,2,0
*.Models.Model.Assembly4,FailureA,48:22:16:40.3008,48:22:56:51.8509,15:02.0698,1,1,0
*.Models.Model.Assembly3,FailureA,48:23:12:06.8283,48:23:36:51.6056,32:03.0673,1,1,0
*.Models.Model.Assembly4,FailureA,48:23:12:06.8908,49:00:05:31.7086,13:29.6489,1,4,0
*.Models.Model.Assembly4,FailureA,49:00:19:07.8661,49:00:52:43.0023,26:17.0097,2,2,0
*.Models.Model.Assembly1,FailureA,49:00:26:01.1701,49:01:30:35.3781,1:00:00.0000,2,4,0
*.Models.Model.Assembly4,FailureA,49:01:19:18.7073,49:02:12:41.6932,40:41.9590,1,2,0
*.Models.Model.Assembly3,FailureA,49:01:42:27.7661,49:02:57:04.9316,34.5135,1,5,0
*.Models.Model.Assembly3,FailureA,49:02:57:39.4450,49:03:23:28.1431,34:30.0605,2,3,0
*.Models.Model.Assembly3,FailureA,49:03:58:16.6480,49:04:27:04.9384,1:50:59.5655,2,5,0
*.Models.Model.Assembly1,FailureA,49:04:44:24.6206,49:05:29:17.5846,1:00:00.0000,2,1,0
*.Models.Model.Assembly4,FailureA,49:06:07:58.5016,49:06:36:04.9696,34:16.1184,2,5,0
*.Models.Model.Assembly1,FailureA,49:06:10:35.7232,49:07:02:37.1701,1:00:00.0000,2,3,0
*.Models.Model.Assembly3,FailureA,49:07:55:18.1640,49:08:31:53.2764,20:41.7862,2,4,0
*.Models.Model.Assembly1,FailureA,49:08:01:34.8115,49:08:57:42.2504,1:00:00.0000,1,6,1
*.Models.Model.Assembly4,FailureA,49:08:04:09.2182,49:09:14:33.8972,1:24:47.6961,1,6,1
*.Models.Model.Assembly1,FailureA,49:09:05:10.5987,49:09:53:36.5488,1:00:00.0000,2,1,0
*.Models.Model.Assembly3,FailureA,49:10:03:45.9406,49:10:45:09.1155,3:05:11.8092,1,2,0
*.Models.Model.Assembly1,FailureA,49:10:14:37.1145,49:11:17:01.9199,1:00:00.0000,1,2,0
*.Models.Model.Assembly1,FailureA,49:11:22:55.3930,49:12:30:32.9669,1:00:00.0000,2,2,0
*.Models.Model.Assembly4,FailureA,49:11:57:36.6829,49:13:11:48.1205,58:12.0895,2,4,0
*.Models.Model.Assembly1,FailureA,49:13:35:36.9167,49:14:03:12.2218,1:00:00.0000,2,2,0
*.Models.Model.Assembly1,FailureA,49:14:32:08.7801,49:15:01:47.3493,1:00:00.0000,1,6,1
*.Models.Model.Assembly4,FailureA,49:15:39:49.7265,49:16:07:50.3760,14:51.7468,1,6,1
*.Models.Model.Assembly3,FailureA,49:16:07:39.4724,49:17:25:04.4140,7:16.5346,1,4,0
*.Models.Model.Assembly4,FailureA,49:17:07:59.8666,49:17:49:22.5532,50:54.5691,1,4,0
*.Models.Model.Assembly3,FailureA,49:17:32:22.5758,49:18:19:04.9929,23:04.5921,2,2,0
*.Models.Model.Assembly1,FailureA,49:17:11:00.8783,49:18:59:24.0344,1:00:00.0000,2,1,0
*.Models.Model.Assembly3,FailureA,49:19:06:04.9633,49:19:33:06.1203,25:16.1047,1,2,0
*.Models.Model.Assembly1,FailureA,49:19:18:03.1895,49:20:09:55.1938,1:00:00.0000,1,1,0
*.Models.Model.Assembly1,FailureA,49:20:12:11.3870,49:20:44:34.3319,1:00:00.0000,1,1,0
*.Models.Model.Assembly3,FailureA,49:20:49:38.1392,49:21:52:29.0608,49:19.9094,1,1,0
*.Models.Model.Assembly1,FailureA,49:20:55:11.3913,49:23:00:27.0372,1:00:00.0000,1,6,1
